img_path,seq
data\NER_data\twitter2017_images\16_05_03_397.jpg,a couple of men standing next to each other
data\NER_data\twitter2017_images\16_05_03_421.jpg,a basketball player holding a blue jersey standing in front of a crowd
data\NER_data\twitter2017_images\16_05_03_446.jpg,a screen shot of a cell phone description
data\NER_data\twitter2017_images\16_05_03_49.jpg,a man in a white jersey holding a basketball
data\NER_data\twitter2017_images\16_05_03_550.jpg,a basketball player dribbles the ball while being guarded by another player
data\NER_data\twitter2017_images\16_05_03_567.jpg,a group of young women standing next to each other
data\NER_data\twitter2017_images\16_05_03_576.jpg,a theater marquee with neon lights on it
data\NER_data\twitter2017_images\16_05_03_587.jpg,a newspaper article with a picture of two men
data\NER_data\twitter2017_images\16_05_03_594.jpg,a basketball with the words pick up prayer
data\NER_data\twitter2017_images\16_05_03_598.jpg,a group of people standing around each other
data\NER_data\twitter2017_images\16_05_03_630.jpg,two pugs playing with a soccer ball in the grass
data\NER_data\twitter2017_images\16_05_03_691.jpg,a black and white photo of a dog
data\NER_data\twitter2017_images\16_05_03_72.jpg,two men in black and orange shirts one is a soccer player
data\NER_data\twitter2017_images\16_05_03_721.jpg,a group of people playing soccer in front of a large building
data\NER_data\twitter2017_images\16_05_03_729.jpg,a man standing on a stage with a guitar
data\NER_data\twitter2017_images\16_05_03_730.jpg,a man and a woman standing next to a car
data\NER_data\twitter2017_images\16_05_03_754.jpg,a book that is open on a table
data\NER_data\twitter2017_images\16_05_03_8.jpg,a couple of people that are standing in the grass
data\NER_data\twitter2017_images\16_05_03_815.jpg,a crowd of people standing on top of a stage
data\NER_data\twitter2017_images\16_05_03_821.jpg,a soccer trophy with two soccer players on it
data\NER_data\twitter2017_images\16_05_03_831.jpg,a group of young boys playing a game of soccer
data\NER_data\twitter2017_images\16_05_03_833.jpg,a man holding a cell phone in his right hand
data\NER_data\twitter2017_images\16_05_03_865.jpg,["a soccer player is excited about his team's win"]
data\NER_data\twitter2017_images\16_05_03_89.jpg,a group of people standing on top of a stage
data\NER_data\twitter2017_images\16_05_03_958.jpg,a group of men standing next to each other
data\NER_data\twitter2017_images\16_05_03_986.jpg,a group of men riding in the back of a car
data\NER_data\twitter2017_images\16_05_03_988.jpg,a group of people holding guitars up in the air
data\NER_data\twitter2017_images\16_05_04_1005.jpg,a man in a football uniform holding a football
data\NER_data\twitter2017_images\16_05_04_1020.jpg,a seating map for a basketball game
data\NER_data\twitter2017_images\16_05_04_1025.jpg,a couple of men standing next to each other on a soccer field
data\NER_data\twitter2017_images\16_05_04_1032.jpg,a poster for a rugby match with the words we need you
data\NER_data\twitter2017_images\16_05_04_1058.jpg,a boy in a red hoodie sitting in a car
data\NER_data\twitter2017_images\16_05_04_1084.jpg,a football player standing on the field with his hands on his hips
data\NER_data\twitter2017_images\16_05_04_111.jpg,a red background with the letter h and the letter t
data\NER_data\twitter2017_images\16_05_04_1154.jpg,a close up of a bunch of blueberries
data\NER_data\twitter2017_images\16_05_04_1155.jpg,a brown dog laying on top of a lush green field
data\NER_data\twitter2017_images\16_05_04_1158.jpg,a poster for a film festival on a table
data\NER_data\twitter2017_images\16_05_04_1166.jpg,a woman taking a picture of a vase of flowers
data\NER_data\twitter2017_images\16_05_04_126.jpg,a poster for a book launch with a photo of a man and woman
data\NER_data\twitter2017_images\16_05_04_141.jpg,a group of hockey players standing next to each other
data\NER_data\twitter2017_images\16_05_04_173.jpg,a twitter account with two tweets on it
data\NER_data\twitter2017_images\16_05_04_244.jpg,a group of people standing on top of a stage
data\NER_data\twitter2017_images\16_05_04_248.jpg,a baseball player kneeling down on a baseball field
data\NER_data\twitter2017_images\16_05_04_249.jpg,a woman taking a selfie in a bathroom mirror
data\NER_data\twitter2017_images\16_05_04_277.jpg,a computer screen with a lot of information on it
data\NER_data\twitter2017_images\16_05_04_283.jpg,a group of young boys standing next to each other on a basketball court
data\NER_data\twitter2017_images\16_05_04_288.jpg,two young girls are posing for a picture
data\NER_data\twitter2017_images\16_05_04_292.jpg,"a sign that says district officials plan to reffit all helmets with the sponsors at a total cost of $ 30, 000"
data\NER_data\twitter2017_images\16_05_04_322.jpg,a black and white photo of a man with glasses
data\NER_data\twitter2017_images\16_05_04_333.jpg,a woman is standing in front of a cityscape
data\NER_data\twitter2017_images\16_05_04_36.jpg,a basketball player is about to dunk the ball
data\NER_data\twitter2017_images\16_05_04_373.jpg,a combination combination lock on a blue door
data\NER_data\twitter2017_images\16_05_04_451.jpg,a group of different logos on a black background
data\NER_data\twitter2017_images\16_05_04_48.jpg,a group of young men playing a game of soccer
data\NER_data\twitter2017_images\16_05_04_492.jpg,a baseball player pitching a ball on top of a field
data\NER_data\twitter2017_images\16_05_04_526.jpg,a close up of a person wearing a necklace
data\NER_data\twitter2017_images\16_05_04_564.jpg,a man talking to a reporter at a basketball game
data\NER_data\twitter2017_images\16_05_04_565.jpg,a couple of texts that are on a cell phone
data\NER_data\twitter2017_images\16_05_04_568.jpg,a man in a red suit and white shirt
data\NER_data\twitter2017_images\16_05_04_580.jpg,a soccer player crouches down on the field
data\NER_data\twitter2017_images\16_05_04_60.jpg,["a baseball scoreboard with the team's numbers on it"]
data\NER_data\twitter2017_images\16_05_04_625.jpg,a group of people standing in front of a flag
data\NER_data\twitter2017_images\16_05_04_642.jpg,a large group of people flying lanterns in the sky
data\NER_data\twitter2017_images\16_05_04_644.jpg,a man holding a soccer jersey next to a picture of a man holding a soccer jersey
data\NER_data\twitter2017_images\16_05_04_679.jpg,a group of girls soccer players pose for a team photo
data\NER_data\twitter2017_images\16_05_04_684.jpg,a group of men standing in front of a wooden wall
data\NER_data\twitter2017_images\16_05_04_701.jpg,a collage of photos of a man in a suit and sunglasses
data\NER_data\twitter2017_images\16_05_04_716.jpg,a shirtless man with tattoos on his chest
data\NER_data\twitter2017_images\16_05_04_751.jpg,a cell phone with a message on the screen
data\NER_data\twitter2017_images\16_05_04_756.jpg,a group of young men standing on top of a soccer field
data\NER_data\twitter2017_images\16_05_04_80.jpg,a person holding a spoon in a bowl of food
data\NER_data\twitter2017_images\16_05_04_808.jpg,a man standing in a stadium with his arms in the air
data\NER_data\twitter2017_images\16_05_04_83.jpg,"a man is looking at the camera with a caption that reads, i got a receipt with that haircut in case anyone was"
data\NER_data\twitter2017_images\16_05_04_841.jpg,a group of people on a field playing soccer
data\NER_data\twitter2017_images\16_05_04_851.jpg,a person jumping a horse over a brick obstacle
data\NER_data\twitter2017_images\16_05_04_899.jpg,a baseball player sitting on the ground with his hand on his face
data\NER_data\twitter2017_images\16_05_04_961.jpg,a woman standing in front of a white wall
data\NER_data\twitter2017_images\16_05_04_970.jpg,a group of young boys standing on top of a baseball field
data\NER_data\twitter2017_images\16_05_05_1036.jpg,a group of young people posing for a picture
data\NER_data\twitter2017_images\16_05_05_1095.jpg,a group of three cups with straws in them
data\NER_data\twitter2017_images\16_05_05_1113.jpg,a baseball player throwing a ball to another player
data\NER_data\twitter2017_images\16_05_05_1142.jpg,a group of young men playing a game of basketball
data\NER_data\twitter2017_images\16_05_05_1162.jpg,a green and white sign that says team pro
data\NER_data\twitter2017_images\16_05_05_133.jpg,a man standing on a stage in front of a group of people
data\NER_data\twitter2017_images\16_05_05_156.jpg,a woman holding a bouquet of flowers with a dog on her head
data\NER_data\twitter2017_images\16_05_05_162.jpg,a woman taking a picture of herself in a mirror
data\NER_data\twitter2017_images\16_05_05_175.jpg,a tennis ball is in the air above a net
data\NER_data\twitter2017_images\16_05_05_206.jpg,a girl in a red shirt standing in front of a band
data\NER_data\twitter2017_images\16_05_05_218.jpg,a group of people standing next to each other
data\NER_data\twitter2017_images\16_05_05_223.jpg,a man wearing a cowboy hat and jeans
data\NER_data\twitter2017_images\16_05_05_225.jpg,a man and a woman holding a sign and flowers
data\NER_data\twitter2017_images\16_05_05_244.jpg,a close up of a white and black flag
data\NER_data\twitter2017_images\16_05_05_255.jpg,a group of people sitting in a gym
data\NER_data\twitter2017_images\16_05_05_269.jpg,a cartoon of a mouse eating a slice of pizza
data\NER_data\twitter2017_images\16_05_05_277.jpg,a group of football players standing next to each other
data\NER_data\twitter2017_images\16_05_05_279.jpg,a creepy picture of a man holding a for sale sign
data\NER_data\twitter2017_images\16_05_05_324.jpg,a man kneeling down on a beach next to the ocean
data\NER_data\twitter2017_images\16_05_05_397.jpg,a close up of a soccer player with a serious look on his face
data\NER_data\twitter2017_images\16_05_05_441.jpg,["a close up of a person's foot covered in gold glitter"]
data\NER_data\twitter2017_images\16_05_05_499.jpg,a picture of a young girl with long hair
data\NER_data\twitter2017_images\16_05_05_543.jpg,a conductor and orchestra performing in front of an audience
data\NER_data\twitter2017_images\16_05_05_548.jpg,two girls standing next to each other in front of a stop sign
data\NER_data\twitter2017_images\16_05_05_585.jpg,a man with a beard wearing a indianapolis colts hat
data\NER_data\twitter2017_images\16_05_05_596.jpg,a group of young women playing a game of soccer
data\NER_data\twitter2017_images\16_05_05_612.jpg,a couple of women standing next to each other
data\NER_data\twitter2017_images\16_05_05_619.jpg,a group of men standing on top of a baseball field
data\NER_data\twitter2017_images\16_05_05_634.jpg,a group of children standing on a stage
data\NER_data\twitter2017_images\16_05_05_637.jpg,a group of people sitting around a table
data\NER_data\twitter2017_images\16_05_05_657.jpg,a group of young men standing on top of a field
data\NER_data\twitter2017_images\16_05_05_677.jpg,a baseball game in progress with the batter up to plate
data\NER_data\twitter2017_images\16_05_05_68.jpg,a woman sitting at a table with a cell phone
data\NER_data\twitter2017_images\16_05_05_724.jpg,the logo for usa today on a black background
data\NER_data\twitter2017_images\16_05_05_742.jpg,a couple of young men playing a game of baseball
data\NER_data\twitter2017_images\16_05_05_76.jpg,the rolling stones performing on stage at a concert
data\NER_data\twitter2017_images\16_05_05_780.jpg,a man in a suit and tie sitting on a basketball court
data\NER_data\twitter2017_images\16_05_05_797.jpg,a group of people standing around a pole
data\NER_data\twitter2017_images\16_05_05_811.jpg,a storefront with a sign that says fresh from the garage
data\NER_data\twitter2017_images\16_05_05_854.jpg,a white plate topped with a slice of pizza covered in toppings
data\NER_data\twitter2017_images\16_05_05_867.jpg,a baltimore orioles mascot with a baseball cap on
data\NER_data\twitter2017_images\16_05_05_902.jpg,a couple of baseball players standing next to each other
data\NER_data\twitter2017_images\16_05_05_914.jpg,["we're playing at wood 2016"]
data\NER_data\twitter2017_images\16_05_05_921.jpg,a couple of people standing next to each other
data\NER_data\twitter2017_images\16_05_05_930.jpg,a man holding a baby in front of a mirror
data\NER_data\twitter2017_images\16_05_05_941.jpg,a group of young men sitting next to each other
data\NER_data\twitter2017_images\16_05_05_952.jpg,a basketball player is surrounded by reporters and microphones
data\NER_data\twitter2017_images\16_05_05_966.jpg,a baseball player pitching a ball on top of a field
