img_path,seq
data\RE_data\img_org\test\twitter_stream_2018_06_11_20_0_2_210.jpg,a man wearing sunglasses and a black jacket
data\RE_data\img_org\test\twitter_stream_2018_06_11_20_0_2_74.jpg,a man with headphones and a microphone in front of an american flag
data\RE_data\img_org\test\twitter_stream_2018_06_11_21_0_2_107.jpg,a bald man holding onto a tree trunk
data\RE_data\img_org\test\twitter_stream_2018_06_11_21_0_2_122.jpg,a view of a city at night from across the water
data\RE_data\img_org\test\twitter_stream_2018_06_11_21_0_2_140.jpg,a couple of men playing a game of soccer
data\RE_data\img_org\test\twitter_stream_2018_06_11_21_0_2_179.jpg,a close up of a person wearing a suit and tie
data\RE_data\img_org\test\twitter_stream_2018_06_11_21_0_2_182.jpg,a man holding his hand up in the air
data\RE_data\img_org\test\twitter_stream_2018_06_11_21_0_2_190.jpg,a man standing next to a white dog on a leash
data\RE_data\img_org\test\twitter_stream_2018_06_11_21_0_2_195.jpg,a group of people standing around a fountain in front of a bridge
data\RE_data\img_org\test\twitter_stream_2018_06_11_21_0_2_196.jpg,a machine that has a sign on it
data\RE_data\img_org\test\twitter_stream_2018_06_11_21_0_2_202.jpg,a man in a blue track suit holding a black bag
data\RE_data\img_org\test\twitter_stream_2018_06_11_21_0_2_213.jpg,a satellite satellite flying through the night sky
data\RE_data\img_org\test\twitter_stream_2018_06_11_21_0_2_22.jpg,a group of children sitting at desks in a classroom
data\RE_data\img_org\test\twitter_stream_2018_06_11_21_0_2_43.jpg,a large billboard on the side of a road
data\RE_data\img_org\test\twitter_stream_2018_06_11_21_0_2_65.jpg,a man standing at a podium in front of a crowd
data\RE_data\img_org\test\twitter_stream_2018_06_11_21_0_2_81.jpg,a couple of swans floating on top of a body of water
data\RE_data\img_org\test\twitter_stream_2018_06_11_22_0_2_105.jpg,a man standing on top of a rock next to a bird
data\RE_data\img_org\test\twitter_stream_2018_06_11_22_0_2_122.jpg,a woman wearing a pair of glasses with a bow on her head
data\RE_data\img_org\test\twitter_stream_2018_06_11_22_0_2_137.jpg,an old stone building with a wooden door
data\RE_data\img_org\test\twitter_stream_2018_06_11_22_0_2_140.jpg,an aerial view of a building surrounded by trees
data\RE_data\img_org\test\twitter_stream_2018_06_11_22_0_2_215.jpg,a couple of men standing next to each other
data\RE_data\img_org\test\twitter_stream_2018_06_11_22_0_2_216.jpg,a view of the space needle and the space needle in seattle
data\RE_data\img_org\test\twitter_stream_2018_06_11_22_0_2_221.jpg,a man riding a wave on top of a surfboard
data\RE_data\img_org\test\twitter_stream_2018_06_11_22_0_2_223.jpg,a man and a woman hugging each other
data\RE_data\img_org\test\twitter_stream_2018_06_11_22_0_2_25.jpg,a woman wearing glasses in a dark room
data\RE_data\img_org\test\twitter_stream_2018_06_11_22_0_2_5.jpg,a group of people walking down a flight of stairs
data\RE_data\img_org\test\twitter_stream_2018_06_11_22_0_2_51.jpg,a tall building with a lot of windows on the side of it
data\RE_data\img_org\test\twitter_stream_2018_06_11_22_0_2_60.jpg,a man standing in front of a large fire
data\RE_data\img_org\test\twitter_stream_2018_06_11_22_0_2_71.jpg,a close up of a person wearing a suit and tie
data\RE_data\img_org\test\twitter_stream_2018_06_11_22_0_2_74.jpg,a man wearing a hat and sunglasses holding a microphone
data\RE_data\img_org\test\twitter_stream_2018_06_11_22_0_2_90.jpg,a map of tornado warnings in the state of colorado
data\RE_data\img_org\test\twitter_stream_2018_06_11_23_0_2_103.jpg,a woman sitting at a desk in front of a sign
data\RE_data\img_org\test\twitter_stream_2018_06_11_23_0_2_105.jpg,a man holding a giant hamburger in front of his face
data\RE_data\img_org\test\twitter_stream_2018_06_11_23_0_2_160.jpg,a man in a costume with a helmet and a sword
data\RE_data\img_org\test\twitter_stream_2018_06_11_23_0_2_174.jpg,a group of people walking up a flight of stairs
data\RE_data\img_org\test\twitter_stream_2018_06_11_23_0_2_184.jpg,a dog jumping up into the air to catch a frisbee
data\RE_data\img_org\test\twitter_stream_2018_06_11_23_0_2_215.jpg,a male anime character with his hands on his head
data\RE_data\img_org\test\twitter_stream_2018_06_11_23_0_2_44.jpg,a person standing in the middle of a dark room
data\RE_data\img_org\test\twitter_stream_2018_06_11_23_0_2_51.jpg,a young woman kicking a soccer ball on a field
data\RE_data\img_org\test\twitter_stream_2018_06_11_23_0_2_78.jpg,a couple of people sitting next to each other
data\RE_data\img_org\test\twitter_stream_2018_06_11_23_0_2_81.jpg,a cartoon of a monkey talking on a cell phone
data\RE_data\img_org\test\twitter_stream_2018_06_11_24_0_2_117.jpg,a man in a tan t - shirt smiles at the camera
data\RE_data\img_org\test\twitter_stream_2018_06_11_24_0_2_136.jpg,a group of people standing next to each other
data\RE_data\img_org\test\twitter_stream_2018_06_11_24_0_2_178.jpg,a man in a suit and tie surrounded by reporters
data\RE_data\img_org\test\twitter_stream_2018_06_11_24_0_2_31.jpg,a cartoon character standing in front of a door
data\RE_data\img_org\test\twitter_stream_2018_06_11_25_0_2_1.jpg,a weather map of the state of south carolina
data\RE_data\img_org\test\twitter_stream_2018_06_11_25_0_2_107.jpg,two men standing in front of a group of flags
data\RE_data\img_org\test\twitter_stream_2018_06_11_25_0_2_126.jpg,a group of men standing next to each other in front of flags
data\RE_data\img_org\test\twitter_stream_2018_06_11_25_0_2_134.jpg,a woman holding a bow and arrow in a room
data\RE_data\img_org\test\twitter_stream_2018_06_11_25_0_2_162.jpg,a man standing in the middle of a parking lot
data\RE_data\img_org\test\twitter_stream_2018_06_11_25_0_2_17.jpg,a pair of gray shoes sitting on top of a table
data\RE_data\img_org\test\twitter_stream_2018_06_11_25_0_2_18.jpg,a screen shot of a cell phone with a picture of a dog on it
data\RE_data\img_org\test\twitter_stream_2018_06_11_25_0_2_21.jpg,a bunch of flags that are on a pole
data\RE_data\img_org\test\twitter_stream_2018_06_11_25_0_2_242.jpg,a man with a beard sitting in a chair
data\RE_data\img_org\test\twitter_stream_2018_06_11_25_0_2_243.jpg,two men shaking hands in front of flags
data\RE_data\img_org\test\twitter_stream_2018_06_11_25_0_2_248.jpg,a close up of a person with long hair
data\RE_data\img_org\test\twitter_stream_2018_06_11_25_0_2_253.jpg,a man in a black shirt and a red and white background
data\RE_data\img_org\test\twitter_stream_2018_06_11_25_0_2_77.jpg,a man with a long white beard playing a guitar
data\RE_data\img_org\test\twitter_stream_2018_06_11_26_0_2_120.jpg,two men shaking hands in front of flags
data\RE_data\img_org\test\twitter_stream_2018_06_11_26_0_2_151.jpg,a young man standing next to an alien
data\RE_data\img_org\test\twitter_stream_2018_06_11_26_0_2_176.jpg,a man in a turban carrying a woman on his back
data\RE_data\img_org\test\twitter_stream_2018_06_11_26_0_2_217.jpg,a man wearing a red hat and sunglasses
data\RE_data\img_org\test\twitter_stream_2018_06_11_26_0_2_24.jpg,a man with a hat and sunglasses on
data\RE_data\img_org\test\twitter_stream_2018_06_11_26_0_2_46.jpg,a man with red hair and a red shirt
data\RE_data\img_org\test\twitter_stream_2018_06_11_26_0_2_86.jpg,a couple of men sitting next to each other
data\RE_data\img_org\test\twitter_stream_2018_06_11_27_0_2_5.jpg,a group of women standing next to each other
data\RE_data\img_org\test\twitter_stream_2018_06_11_2_3_118.jpg,a newspaper article with a picture of two men
data\RE_data\img_org\test\twitter_stream_2018_06_11_2_3_4.jpg,a group of people sitting next to each other
data\RE_data\img_org\test\twitter_stream_2018_06_11_2_3_44.jpg,a blurry photo of people standing outside of a building
data\RE_data\img_org\test\twitter_stream_2018_06_11_2_3_74.jpg,a group of people standing in front of a sign
data\RE_data\img_org\test\twitter_stream_2018_06_11_2_3_96.jpg,a video game cover for sonic racing
data\RE_data\img_org\test\twitter_stream_2018_07_23_0_0_2_125.jpg,two beautiful women in bikinis sitting on a bed
data\RE_data\img_org\test\twitter_stream_2018_07_23_0_0_2_183.jpg,a car that has been involved in a wreck
data\RE_data\img_org\test\twitter_stream_2018_07_23_0_0_2_44.jpg,the video not displayed button on a computer screen
data\RE_data\img_org\test\twitter_stream_2018_07_23_10_0_2_129.jpg,a woman sitting at a table with a cell phone in her hand
data\RE_data\img_org\test\twitter_stream_2018_07_23_10_0_2_170.jpg,a man standing in front of a black curtain
data\RE_data\img_org\test\twitter_stream_2018_07_23_10_0_2_87.jpg,two men in military uniforms shaking hands in a room
data\RE_data\img_org\test\twitter_stream_2018_07_23_11_0_2_145.jpg,a woman standing on a stage holding a microphone
data\RE_data\img_org\test\twitter_stream_2018_07_23_11_0_2_207.jpg,a soccer game with a goal and a ball
data\RE_data\img_org\test\twitter_stream_2018_07_23_11_0_2_50.jpg,a sidewalk with a mural on the side of it
data\RE_data\img_org\test\twitter_stream_2018_07_23_11_0_2_81.jpg,a close up of a person wearing a suit and smiling
data\RE_data\img_org\test\twitter_stream_2018_07_23_11_0_2_95.jpg,a carving of a man riding a horse
data\RE_data\img_org\test\twitter_stream_2018_07_23_12_0_2_109.jpg,a man holding a blue and yellow surfboard on the beach
data\RE_data\img_org\test\twitter_stream_2018_07_23_12_0_2_15.jpg,a painting of three naked women standing next to each other
data\RE_data\img_org\test\twitter_stream_2018_07_23_12_0_2_20.jpg,a picture of some people in different outfits
data\RE_data\img_org\test\twitter_stream_2018_07_23_12_0_2_39.jpg,a couple of men standing next to each other
data\RE_data\img_org\test\twitter_stream_2018_07_23_12_0_2_74.jpg,a couple of young men standing next to each other
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_0.jpg,a man in a suit and tie standing in front of a microphone
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_102.jpg,a form of identification for a football team
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_112.jpg,a bride and groom posing for a picture in the mountains
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_134.jpg,a group of people standing on top of a tennis court
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_152.jpg,a man sitting at a table with a plate of food
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_158.jpg,a group of men playing a game of soccer
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_167.jpg,a close up of a tree with white flowers
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_168.jpg,a person with a ring on their finger
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_172.jpg,a group of people standing in front of a painting
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_177.jpg,the cover of a book with a soldier in camouflage
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_184.jpg,a man in a suit and tie talking to someone
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_217.jpg,a drawing of a person sitting on the ground
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_219.jpg,a man in uniform holding a bouquet of flowers
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_224.jpg,a tweet with a picture of a woman and a cat
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_234.jpg,a group of people standing outside of a building
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_236.jpg,a street view of a house in the woods
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_240.jpg,a naked woman standing in front of a window
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_34.jpg,a political cartoon of a man with a pen and paper
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_43.jpg,a red stuffed animal sitting on top of a table
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_51.jpg,a couple of men sitting on top of a couch
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_52.jpg,a close up of a person's hairy ass
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_59.jpg,a man sitting at a table in front of a wall
data\RE_data\img_org\test\twitter_stream_2018_07_23_13_0_2_72.jpg,a skeleton sitting in a spider web
data\RE_data\img_org\test\twitter_stream_2018_07_23_14_0_2_148.jpg,a man in striped shirt playing a piano
data\RE_data\img_org\test\twitter_stream_2018_07_23_14_0_2_154.jpg,a man and a woman sitting on a bench smoking
data\RE_data\img_org\test\twitter_stream_2018_07_23_14_0_2_169.jpg,a man in a tuxedo holding a wine glass
data\RE_data\img_org\test\twitter_stream_2018_07_23_14_0_2_194.jpg,a man sitting in a chair with his hand to his mouth
data\RE_data\img_org\test\twitter_stream_2018_07_23_14_0_2_203.jpg,a woman standing on a stage with her arms outstretched
data\RE_data\img_org\test\twitter_stream_2018_07_23_14_0_2_204.jpg,an empty room with a laptop on a table
data\RE_data\img_org\test\twitter_stream_2018_07_23_14_0_2_224.jpg,a movie theater with a sign that says papa paa
data\RE_data\img_org\test\twitter_stream_2018_07_23_14_0_2_233.jpg,a green and purple background with a quote on it that says do you not know? have you not heard? the lord is the
data\RE_data\img_org\test\twitter_stream_2018_07_23_14_0_2_28.jpg,a couple of people standing next to each other
data\RE_data\img_org\test\twitter_stream_2018_07_23_14_0_2_6.jpg,a black and white photo of a group of people
data\RE_data\img_org\test\twitter_stream_2018_07_23_15_0_2_107.jpg,a man in a suit holding his arms out
data\RE_data\img_org\test\twitter_stream_2018_07_23_15_0_2_111.jpg,a red and purple background with the words jakrara e hands - on lab
data\RE_data\img_org\test\twitter_stream_2018_07_23_15_0_2_119.jpg,an anime character with a baseball bat in his hand
data\RE_data\img_org\test\twitter_stream_2018_07_23_15_0_2_13.jpg,a painting of a man with a surprised look on his face
data\RE_data\img_org\test\twitter_stream_2018_07_23_15_0_2_158.jpg,a pink brain floating in the air on a black background
data\RE_data\img_org\test\twitter_stream_2018_07_23_15_0_2_190.jpg,a group of people sitting next to each other
data\RE_data\img_org\test\twitter_stream_2018_07_23_15_0_2_225.jpg,a reflection of a man in a mirror
data\RE_data\img_org\test\twitter_stream_2018_07_23_15_0_2_32.jpg,the adventures of tintin at the mountains of madness
data\RE_data\img_org\test\twitter_stream_2018_07_23_15_0_2_54.jpg,a group of people sitting around a table
data\RE_data\img_org\test\twitter_stream_2018_07_23_15_0_2_88.jpg,a group of young men standing next to each other
data\RE_data\img_org\test\twitter_stream_2018_07_23_16_0_2_148.jpg,a screen shot of a search for a website
data\RE_data\img_org\test\twitter_stream_2018_07_23_16_0_2_175.jpg,a woman standing in front of a purple sign
data\RE_data\img_org\test\twitter_stream_2018_07_23_16_0_2_182.jpg,a black and white cow with wings flying in the sky
data\RE_data\img_org\test\twitter_stream_2018_07_23_16_0_2_20.jpg,a picture of a gun with a map in the background
data\RE_data\img_org\test\twitter_stream_2018_07_23_16_0_2_26.jpg,a man standing at a podium in front of a microphone
data\RE_data\img_org\test\twitter_stream_2018_07_23_16_0_2_28.jpg,a woman in a white suit standing in a room
